1,60:03:08:69:46:C4,-49,-47,86,0
Client_MAC,Rssi0,Rssi1,Connection_Time,EpocTIME
5C:E0:C5:C8:D3:D1,-41,-45,606,1476843373
5C:E0:C5:C8:D3:D1,-61,-65,42,1476843433
5C:E0:C5:C8:D3:D1,-61,-65,102,1476843493
5C:E0:C5:C8:D3:D1,-61,-65,162,1476843553
5C:E0:C5:C8:D3:D1,-61,-65,222,1476843613
5C:E0:C5:C8:D3:D1,-61,-65,282,1476843673
5C:E0:C5:C8:D3:D1,-71,-68,49,1476843759
5C:E0:C5:C8:D3:D1,-72,-67,109,1476843819
5C:E0:C5:C8:D3:D1,-70,-64,169,1476843879
5C:E0:C5:C8:D3:D1,-70,-64,229,1476843939
5C:E0:C5:C8:D3:D1,-70,-64,289,1476843999
5C:E0:C5:C8:D3:D1,-70,-64,352,1476844063
5C:E0:C5:C8:D3:D1,-70,-64,412,1476844123
5C:E0:C5:C8:D3:D1,-66,-64,55,1476844606
5C:E0:C5:C8:D3:D1,-70,-68,118,1476844669
5C:E0:C5:C8:D3:D1,-64,-68,178,1476844729
5C:E0:C5:C8:D3:D1,-64,-68,238,1476844789
5C:E0:C5:C8:D3:D1,-66,-64,58,1476844849
5C:E0:C5:C8:D3:D1,-68,-65,118,1476844909
1,E6:71:85:60:00:84,-75,-74,601,0
